epsilon,neighborhood,year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
1.0,1,2019,1,0,0,47,0,0,0,0,0,0,1710,0,0,0,0,0,31,31,63,0,0,0,0,0,0,0,16,94,0,31,173,0,0,47,0,0,110,251,0,0,0,0,0,220,0,0,0,0,0,0,16,47,0,31,298,0,31,0,0,0,47,47,251,0,16,78,16,0,0,0,0,31,0,63,0,972,0,0,0,0,16,173,0,31,47,16,0,0,0,0,0,0,31,0,0,173,0,78,0,0,16,0,0,0,204,16,0,0,0,0,0,16,0,0,47,0,0,0,31,0,0,78,0,16,0,0,16,0,0,0,16,16,31,0,0,16,298,0,0,16,31,0,16,47,0,0,16,0,0,659,16,0,0,0,0,0,0,0,63,0,47,31,0,63,31,63,0,63,31,0,0,0,16,31,0
1.0,1,2019,2,0,0,1,0,0,0,1,0,1,66,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,7,0,2,9,0,0,1,0,0,9,18,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,2,8,0,0,1,0,1,2,2,5,0,0,3,2,0,0,0,0,2,0,6,1,56,0,0,1,0,1,4,1,2,2,3,1,0,0,0,0,1,1,0,0,6,0,4,0,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,3,0,1,0,2,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0,1,1,0,0,0,0,0,24,0,0,0,0,0,2,0,0,2,0,1,2,0,2,4,3,0,5,0,0,0,0,0,0,0
1.0,1,2019,3,0,0,6,0,0,0,0,0,0,482,0,0,0,0,0,6,6,17,0,0,0,0,6,0,0,0,70,0,17,46,0,0,35,0,0,81,511,0,0,0,0,0,116,6,0,0,0,0,0,0,23,6,0,128,0,0,6,0,0,12,6,93,0,17,12,35,0,0,6,0,6,0,12,0,1081,6,0,0,23,23,35,0,12,35,29,0,0,0,0,0,6,0,6,0,41,0,41,0,0,23,0,0,0,46,0,0,0,0,6,0,0,6,0,29,0,6,0,35,0,17,12,0,23,0,0,6,0,0,0,0,6,6,0,0,23,64,0,0,0,0,0,23,29,6,0,12,0,6,430,12,0,0,0,6,12,0,0,41,0,23,17,0,17,46,41,6,17,6,6,0,0,0,0,0
1.0,1,2019,4,0,0,107,0,0,0,54,0,0,5683,0,0,0,0,0,0,322,107,0,0,0,0,0,0,54,0,858,0,161,214,54,0,322,0,0,911,4021,54,0,0,0,0,751,2842,0,0,0,0,0,54,375,0,54,1877,0,0,54,0,107,54,0,965,0,0,322,590,0,0,268,0,54,0,751,0,3110,0,0,0,0,54,429,0,107,375,214,54,0,0,0,0,54,322,0,107,536,0,429,0,0,107,0,0,0,536,107,0,107,0,0,161,54,0,0,161,0,0,0,214,0,54,0,0,107,0,0,0,54,0,0,0,0,161,0,0,0,858,0,0,0,0,0,107,107,0,0,0,0,0,2949,0,0,0,0,0,214,0,0,1501,0,429,54,0,54,161,268,0,214,161,54,0,0,0,54,0
1.0,1,2019,5,0,0,49,0,0,0,0,0,98,4876,0,0,0,0,0,0,148,98,0,0,0,0,0,49,0,197,246,0,295,345,0,0,246,0,0,443,5467,0,49,0,0,0,640,5270,0,0,0,0,0,0,49,0,148,886,0,0,0,0,0,492,98,936,49,246,345,1674,49,0,49,0,98,49,295,49,2462,0,0,0,49,246,542,0,197,345,394,0,0,0,0,0,0,98,0,0,345,0,345,0,0,98,0,0,0,542,0,0,197,0,0,98,49,0,0,148,0,0,0,295,0,0,246,0,98,0,0,246,0,0,0,0,0,197,98,0,295,542,0,0,0,0,0,148,49,0,0,49,0,0,4137,98,0,0,0,0,49,49,0,1133,0,98,98,0,197,197,197,98,246,197,0,0,0,0,197,49
1.0,1,2019,6,0,0,0,0,0,0,0,4,0,416,0,0,4,0,0,4,8,12,0,0,0,0,0,0,0,4,28,0,8,28,0,0,36,0,0,20,325,0,0,0,0,0,51,269,0,0,0,0,0,0,28,0,8,55,0,4,0,0,8,12,16,55,0,0,12,24,0,0,8,0,4,0,51,4,210,0,0,0,4,16,36,0,4,12,8,0,0,0,0,0,4,0,0,4,12,4,40,0,0,4,0,4,0,40,12,0,0,0,0,8,8,4,0,12,0,0,0,20,0,8,12,0,16,0,0,12,0,0,4,0,0,4,0,0,16,44,0,0,4,4,0,8,8,0,0,0,0,0,154,0,0,0,0,4,24,12,0,55,0,8,40,0,12,16,12,0,8,4,0,0,4,0,4,0
1.0,1,2019,7,0,0,42,0,0,0,0,0,0,1926,0,0,0,0,0,63,106,63,0,0,0,0,0,21,21,0,254,0,42,148,0,0,106,0,21,212,1503,0,0,0,0,0,487,2201,0,0,0,21,0,0,233,0,63,402,0,0,0,0,0,148,21,444,0,423,127,63,0,0,85,0,0,0,85,0,550,0,0,0,21,21,190,0,21,212,42,21,0,0,0,0,21,42,0,21,148,0,42,0,0,85,0,0,0,233,0,0,42,21,0,63,21,0,21,42,0,21,0,254,0,21,0,0,106,0,0,21,0,0,0,0,0,21,0,0,63,317,0,0,0,0,0,0,127,0,0,21,0,0,1079,21,0,0,21,0,42,21,0,402,0,106,106,42,21,42,212,0,85,21,0,0,0,0,0,0
1.0,1,2019,8,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,3,31,0,0,0,0,0,4,31,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,7,0,0,1,1,0,0,0,0,0,0,2,0,9,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,2,0,0,3,0,0,3,0,1,0,3,0,2,1,0,0,0,0,1,0
1.0,1,2019,9,0,0,126,0,0,0,0,0,0,3665,0,0,0,0,0,84,42,126,0,0,0,0,0,0,0,42,379,0,42,42,0,0,211,0,0,379,3497,0,0,0,0,0,1137,4086,0,0,0,0,0,0,253,0,84,1390,0,0,0,0,0,253,42,716,0,0,295,42,0,84,0,0,0,0,211,0,1390,0,0,42,42,0,337,0,0,42,295,0,0,0,0,0,0,379,0,42,295,0,211,0,0,0,0,0,42,253,42,0,84,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,84,0,0,0,84,0,0,42,42,84,0,0,42,253,0,0,0,0,0,42,211,0,0,42,0,0,1601,126,0,0,42,0,42,126,0,84,0,84,84,0,42,42,337,0,295,0,0,42,0,42,0,0
1.0,1,2019,10,0,0,29,0,0,0,0,0,0,1203,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,58,0,14,58,14,0,43,0,0,87,1696,0,0,0,14,0,246,1769,0,0,0,0,0,0,43,0,14,261,0,14,0,0,0,72,29,145,14,116,101,29,0,0,0,0,14,0,58,0,0,14,0,14,14,58,174,0,29,87,101,0,0,0,0,0,0,29,0,0,203,0,174,0,0,14,0,0,0,87,14,14,14,0,14,0,0,0,14,29,0,0,0,145,0,0,0,0,58,0,0,14,0,0,0,0,0,0,72,0,0,87,0,0,0,0,0,14,29,0,0,0,0,0,377,0,0,0,0,0,14,0,0,435,0,29,72,0,14,43,72,0,29,14,14,0,0,0,0,14
1.0,1,2019,11,0,0,72,0,0,0,0,0,0,1936,0,0,0,0,0,36,18,72,0,0,0,0,0,0,0,18,125,0,18,143,0,0,36,0,0,143,1918,0,0,0,0,0,269,1219,0,0,0,0,0,0,108,0,36,520,0,0,0,18,18,0,18,179,0,18,125,0,0,0,0,0,72,0,54,0,0,0,0,0,18,54,287,0,36,125,72,0,0,0,0,0,18,18,0,0,161,0,18,0,0,0,0,0,0,197,36,0,54,0,0,18,0,0,0,0,0,0,0,125,0,0,0,0,36,0,0,72,0,0,0,0,0,0,18,0,18,125,0,0,0,0,0,36,36,0,0,0,0,0,269,0,0,0,0,0,18,0,0,179,0,18,72,0,36,54,90,0,36,18,0,36,0,18,90,0
1.0,1,2019,12,0,0,149,0,0,0,0,0,0,8794,0,0,0,0,0,75,0,75,0,0,0,0,0,0,0,75,149,0,0,298,0,0,447,0,0,522,7229,0,0,0,0,0,1341,4099,0,0,0,0,0,75,224,0,0,1341,0,0,0,0,0,224,298,671,0,0,149,0,0,0,75,0,149,0,298,0,0,0,0,0,0,373,1118,0,75,75,447,0,0,0,0,0,75,0,0,75,447,75,75,0,75,0,0,0,0,447,75,0,224,0,0,0,149,0,0,75,0,0,0,224,0,0,75,0,298,0,0,0,0,75,0,0,75,75,0,0,0,596,0,0,0,0,0,0,149,0,0,149,0,0,1416,0,0,0,149,0,149,75,0,1118,0,75,298,0,149,75,373,0,298,75,0,0,75,75,0,0
1.0,2,2019,1,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3244,0,0,463,0,0,463,0,0,0,4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,463,1853,1390,0,463,2317,0,0,0,0,0,0,927,0,23168,0,0,463,463,0,927,0,0,0,463,0,0,0,0,0,0,0,0,0,463,0,463,0,0,0,0,0,0,463,0,0,0,0,463,0,0,463,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780,0,0,0,0,0,0,0,0,0,0,0,0,10657,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,0,0
1.0,2,2019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,102,1830,0,0,0,0,0,102,0,0,0,0,0,0,0,102,0,0,203,0,0,0,0,102,0,0,102,0,0,0,1119,0,0,0,0,0,0,0,0,5593,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,203,0,0,102,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,203,0,0,0,0,0,1220,407,0,0,0,0,0,0,0,203,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2,2019,3,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,651,651,0,0,0,0,0,0,0,0,4558,0,651,0,0,0,651,0,0,0,7814,0,0,0,0,0,2605,0,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,0,1302,0,651,0,3907,0,0,0,0,0,0,651,0,35815,0,0,0,0,651,0,0,0,0,1954,0,0,0,0,0,0,651,0,0,651,0,1302,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,651,0,0,0,0,0,651,0,0,651,0,651,0,0,651,1302,0,0,0,651,0,0,0,0,3256,0,0,0,0,0,651,1302,0,0,0,0,0,17582,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,1954,0,651,0,0,0,0,651,651,0
1.0,2,2019,4,0,0,0,0,0,0,0,0,0,62,0,0,0,21,0,0,42,42,0,0,0,0,0,0,21,0,83,0,0,21,0,0,21,0,0,0,166,0,0,0,0,0,21,166,0,0,0,0,0,0,0,0,21,42,0,0,0,0,0,21,0,21,21,0,0,104,0,0,0,0,0,0,21,21,1186,0,0,0,0,42,62,0,21,0,0,0,0,0,0,0,0,0,0,21,21,0,83,0,0,0,0,0,0,21,0,0,62,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,42,0,0,0,21,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,21,0,0,0,0,0,416,0,0,0,0,21,0,21,0,21,0,0,0,0,0,0,21,0,21,21,0,0,0,0,0,0
1.0,2,2019,5,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,71,0,0,107,0,0,36,0,0,107,178,0,0,0,0,0,178,678,0,0,0,0,0,0,36,0,0,286,0,0,36,0,0,0,0,71,0,0,71,321,0,0,0,0,0,0,71,0,1713,0,0,0,0,71,107,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,71,0,0,36,0,0,0,0,0,0,0,0,0,0,71,0,36,0,0,0,0,0,0,0,0,0,0,0,71,0,0,36,178,0,0,0,0,0,0,36,0,0,71,0,0,500,0,0,0,0,36,0,0,0,107,0,0,0,0,71,36,143,0,0,36,0,0,0,0,0,0
1.0,2,2019,6,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,98,196,0,0,0,0,0,0,0,98,294,0,0,98,0,0,196,0,0,0,785,0,0,0,0,0,294,3925,0,0,0,98,0,0,0,0,196,981,0,0,0,0,0,98,0,393,98,0,0,3042,0,0,0,0,0,0,98,0,3827,0,0,0,0,0,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,98,0,0,0,0,0,0,0,0,0,196,0,0,0,98,0,0,0,98,0,0,98,0,196,0,0,0,0,0,0,0,0,0,0,0,98,393,0,0,98,0,0,0,0,0,0,98,0,0,1472,0,0,0,0,0,0,294,0,294,0,0,98,0,98,0,0,0,0,98,0,0,0,0,0,0
1.0,2,2019,7,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,580,0,0,484,0,0,193,0,0,677,193,0,0,0,0,0,290,2805,0,0,0,0,0,0,97,0,0,484,0,0,0,0,0,97,0,193,97,0,0,1354,0,0,0,0,0,0,97,97,3191,0,0,0,97,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,97,0,0,0,193,0,0,0,0,0,97,0,0,0,0,0,0,0,97,0,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,97,677,0,0,0,0,0,97,193,0,0,0,0,0,2321,0,0,0,0,0,193,0,0,97,0,0,0,0,0,193,0,0,0,97,0,97,0,0,0,0
1.0,2,2019,8,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,30,60,0,0,0,0,0,89,149,0,0,0,0,0,89,596,0,0,0,0,0,0,30,0,30,209,0,0,0,0,0,0,30,149,30,60,30,268,0,0,0,0,0,0,89,0,1133,0,0,0,0,0,0,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,119,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,149,0,30,60,0,0,0,0,0,30,0,0,0,0,0,0,507,0,0,0,30,0,0,0,0,0,0,0,30,0,60,60,0,30,0,0,0,0,0,0,0,0
1.0,2,2019,9,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,635,0,635,0,0,0,0,0,0,0,0,635,0,0,635,0,0,318,0,0,0,318,0,0,0,0,0,953,9847,0,0,0,0,0,0,0,0,1271,1271,0,0,318,0,0,0,0,635,635,0,0,1588,0,0,0,0,0,0,318,0,6988,0,0,0,0,0,953,0,0,318,635,318,0,0,0,0,0,0,0,0,318,0,635,0,0,0,0,0,0,1271,0,0,635,0,0,0,318,0,0,0,0,318,0,0,0,0,318,0,318,0,0,0,0,0,318,0,0,0,1271,0,635,1271,0,0,0,0,0,0,635,0,0,0,0,0,8894,0,0,0,0,0,0,0,0,318,0,0,318,0,635,0,0,0,318,0,0,0,0,0,0,318
1.0,2,2019,10,0,0,0,0,0,0,0,0,0,725,0,0,0,0,0,121,0,121,0,0,0,0,0,0,0,0,121,0,121,363,0,0,0,0,0,0,121,0,0,0,0,0,363,10155,0,0,0,0,0,121,242,0,0,0,0,0,0,0,0,0,121,242,242,0,242,363,0,0,242,0,0,0,0,0,0,0,0,0,0,121,121,0,121,121,0,0,0,0,0,0,0,121,0,0,0,0,363,0,0,0,0,0,0,604,0,0,0,0,0,121,0,0,0,0,0,0,0,121,0,121,0,0,121,0,0,242,0,0,0,0,0,121,0,0,0,604,0,121,0,0,0,0,242,0,0,0,0,0,4473,121,0,0,0,0,0,0,0,121,0,121,0,0,121,0,121,0,121,121,0,0,0,0,121,0
1.0,2,2019,11,0,0,349,0,0,0,349,0,0,1046,0,0,0,0,349,0,349,0,0,0,0,0,0,0,0,0,2442,0,349,0,0,0,698,0,0,0,698,0,0,0,0,0,2093,24417,0,0,0,0,0,0,0,349,349,3139,0,0,0,0,0,349,349,349,349,0,0,349,0,0,0,0,0,0,1395,0,0,0,0,0,0,0,0,0,349,0,698,0,0,0,0,0,349,0,0,0,1395,0,349,0,0,0,0,0,0,0,0,0,349,0,0,0,698,0,0,349,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791,0,0,0,0,0,0,349,0,0,0,0,0,7325,0,0,0,0,0,0,0,0,349,0,349,0,0,0,0,349,0,698,349,0,0,0,0,0,0
1.0,2,2019,12,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,262,0,52,0,0,0,52,0,0,105,105,0,0,0,0,0,262,2834,0,0,0,0,0,0,105,0,0,105,0,0,0,0,0,0,0,105,105,0,0,0,52,0,0,0,0,0,105,0,0,0,0,0,0,105,52,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,157,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,157,0,0,0,52,0,52,105,0,0,0,0,0,577,0,0,0,0,52,0,0,0,52,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0
